status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,date
165297924363_10153475558849364,Melissa Joan Hart and Bill Weld are LIVE in Boston on the eve of the election!,Bill Weld,video,https://www.facebook.com/GovBillWeld/videos/1823014744609570/,11/7/16 19:02,6098,215,1,5557,515,15,4,2,5,2016-11-07
165297924363_10153475153839364,"Thank you for a historic campaign.We smashed fundraising records.We are set to gain ballot access and federal funding for a third party.And we've introduced millions of Americans to an idea that cannot be stopped â€“ we don't have to settle for a lesser of two evils.Don't be impatient. Revolutions take time.And whatever happens tomorrow, understand, we won!","To all of you, Thank You!",link,https://www.johnsonweld.com/thank_you_we_won?utm_source=facebook&utm_campaign=homestretch&utm_medium=wall&utm_term=fans&utm_content=no_matter_what_we_won,11/7/16 18:00,56517,1700,10758,50232,6043,129,59,32,22,2016-11-07
165297924363_10153475140114364,"Running for president should not be a quest for personal power. It should be a quest to make American's lives and opportunities better. That was my goal as your governor, and it is my goal today.",New Mexico: Vote For Johnson One More Time,link,https://www.abqjournal.com/882708/americans-warming-to-libertarian-message.html,11/7/16 15:00,16266,273,2963,15147,1076,24,12,4,3,2016-11-07
165297924363_10153474887649364,"Rise up! Vote your conscience, and be proud of that vote.",RISE UP,video,https://www.facebook.com/govgaryjohnson/videos/10153474887649364/,11/7/16 12:23,33239,2217,17142,30390,2668,38,117,6,20,2016-11-07
165297924363_10153472633164364,"""With Gov. Gary Johnson, we have a chance to slay the beast â€” and elect the best candidate on the ballot.""SHARE if you agree!",Two More Major Newspapers Endorse Gary Johnson for President,link,https://www.johnsonweld.com/notable_names_calling_on_the_cpd_to_let_governor_gary_johnson_debate,11/7/16 9:00,16273,303,4981,15458,738,18,44,8,7,2016-11-07
165297924363_10153473257374364,"Early voting has started in most states, so make sure to get-out-the-vote. Whether you are planning to vote early or on Election Day, don't forget to bring a friend with you. Now is the time, so get-out-the-vote!",We need YOU to help at the polls,link,https://www.johnsonweld.com/get_out_the_vote,11/7/16 1:00,2054,131,348,1979,64,6,1,1,3,2016-11-07
165297924363_10153473251729364,Still undecided... or know someone who is?,Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153473251729364/?type=3,11/6/16 21:00,42398,1145,18787,39924,2036,30,359,16,33,2016-11-06
165297924363_10153473171389364,"Thanks to your relentless support, we are on pace to make serious history with our third party ticket. But we can't stop now. We have a lot to be proud of. We have the opportunity to change America. Let's make a bold statement by standing up to BOTH major parties this year!Join us at johnsonweld.com/donate",We're Back! LIVE From Denver,video,https://www.facebook.com/govgaryjohnson/videos/10153473171389364/,11/6/16 17:45,12145,3299,3270,10156,1822,50,78,10,29,2016-11-06
165297924363_10153473081289364,"With just a few more days to go, and despite the millions of dollars being spent and partisan press being spun to stop us, we are right on the verge of making history. We have a lot to be proud of this election and we are setting the tables for a real revolution. Fund that revolution at johnsonweld.com/donate",LIVE from Denver,video,https://www.facebook.com/govgaryjohnson/videos/10153473081289364/,11/6/16 17:00,8474,3132,2227,7105,1226,30,63,17,33,2016-11-06
165297924363_10153472286639364,"The Post and Courier, the largest and oldest newspaper in South Carolina, takes our total to eight editorial board endorsements.",A liberating presidential-vote solution,link,http://www.postandcourier.com/opinion/editorials/a-liberating-presidential-vote-solution/article_8b22f73a-a2bd-11e6-b62a-e3d04d5923e5.html,11/6/16 14:00,8520,186,2193,7987,479,43,7,2,2,2016-11-06
165297924363_10153472428974364,My daughter explains why she thinks I would make a good President.,Seah Johnson: Vote For My Father,video,https://www.facebook.com/govgaryjohnson/videos/10153472428974364/,11/6/16 12:01,8000,376,3196,6914,1035,28,19,0,4,2016-11-06
165297924363_10153470084624364,"""I wanted my vote to say that we need to have other options.""","Sorry, Not Sorry: I Voted For Gary Johnson In A Swing State",link,http://www.refinery29.com/2016/11/128612/gary-johnson-supporter-early-voter-florida,11/6/16 9:00,30018,1311,5210,28133,1675,33,102,26,49,2016-11-06
165297924363_10153470866804364,"Polls show we are on pace to reach the critical 5% vote nationwide -- which means we have to get out the vote and make history! Show up to vote for the honesty, integrity, and respect you want in a President.",,video,https://www.facebook.com/govgaryjohnson/videos/10153470866804364/,11/5/16 18:53,20252,7918,6515,16799,3063,98,183,35,74,2016-11-05
165297924363_10153470151289364,They're all in. Are you?,Here's Why They're In,video,https://www.facebook.com/govgaryjohnson/videos/10153470151289364/,11/5/16 16:00,7987,411,3084,7407,555,10,13,0,2,2016-11-05
165297924363_10153470168414364,Snapping tonight in Chicago!,Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153470168414364/?type=3,11/5/16 14:00,1807,74,196,1710,80,4,12,0,1,2016-11-05
165297924363_10153470004369364,"If you're tired of politicians speaking out of both sides of their mouths, there is an alternative on the ballot in all fifty states.",Tired Of Political Doublespeak?,video,https://www.facebook.com/govgaryjohnson/videos/10153470004369364/,11/5/16 10:35,9239,387,4995,7925,457,15,832,4,6,2016-11-05
165297924363_10153468833744364,"With four more days, history is within our reach. Polls show the electoral vote total is still a toss-up, which means we can still stop Hillary and Trump from getting the 270 either needs to win. We need your help to make that happen.Join us at johnsonweld.com/donate",LIVE in Sacramento,video,https://www.facebook.com/govgaryjohnson/videos/10153468833744364/,11/4/16 20:58,13009,6317,5523,10556,2177,46,146,13,71,2016-11-04
165297924363_10153463136134364,"Due to popular demand, we've brought back some of our best selling items.We've also added a limited edition: ""I Voted for Gary Johnson"" shirt!Click HERE to shop our store now to get yours before we run out:",Back by Popular Demand: Shop Our Best-Sellers,link,https://shop.johnsonweld.com/products/i-voted-for-shirt-pre-sale?utm_source=facebook&utm_campaign=store&utm_medium=wall&utm_term=fans&utm_content=back_by_popular_demand,11/4/16 18:00,10546,387,1139,9822,644,12,57,4,7,2016-11-04
165297924363_10153467864764364,There is a way for us to prevent both candidates from being elected.,We Can Force The Election To The House,video,https://www.facebook.com/govgaryjohnson/videos/10153467864764364/,11/4/16 14:00,24336,3292,18639,22290,1596,82,277,18,73,2016-11-04
165297924363_10153466525674364,That takes our tally to seven newspaper endorsements.,Our pick: Elect Gary Johnson for president,link,http://www.dailysunnews.com/news/2016/nov/02/our-pick-elect-gary-johnson-president,11/4/16 11:00,15581,444,3594,14685,788,33,66,1,8,2016-11-04
165297924363_10153466370544364,"Americans deserve leaders they can actually know and believe. They deserve the truth, and frankly, they deserve a break from politicians and their media surrogates who measure their worth in internet clicks.If you believe in that, show your support at johnsonweld.com/donate",Gary Johnson - Portland Rally,video,https://www.facebook.com/govgaryjohnson/videos/10153466370544364/,11/3/16 19:58,13800,7132,5802,11027,2516,67,115,17,58,2016-11-03
165297924363_10153465824069364,Juan Hernandez explains why he's backing our ticket.,Why Juan Hernandez Supports Gary Johnson,video,https://www.facebook.com/govgaryjohnson/videos/10153465824069364/,11/3/16 17:00,2776,123,839,2618,138,15,4,0,1,2016-11-03
165297924363_10153465668324364,"I will put a stop to endless war. Americans deserve that choice, and our men and women in uniform deserve that voice.",No More War,video,https://www.facebook.com/govgaryjohnson/videos/10153465668324364/,11/3/16 14:00,14639,693,8112,13402,1144,49,17,16,11,2016-11-03
165297924363_10153463275649364,"Call me naive, but I think Americans care about the issues.",Gary Johnson: Libertarian ticket cares about issues,link,http://www.detroitnews.com/story/opinion/2016/11/01/johnson-libertarian-presidential-candidate/93151826/,11/3/16 11:00,7852,326,1644,7467,352,8,20,3,2,2016-11-03
165297924363_10153461306159364,"#2 - With Just 5%, We Can Make History By Creating More Competitive Elections.Together we can send a loud message to the establishment:",15 Reasons To Vote For Gov. Gary Johnson,link,https://www.johnsonweld.com/15_reasons_why_a_vote_for_gov_gary_johnson_matters?utm_source=facebook&utm_campaign=gotv&utm_medium=wall&utm_term=fans&utm_content=15_reasons,11/3/16 8:00,24659,1043,6801,23250,1144,18,219,9,19,2016-11-03
165297924363_10153464159674364,"Congratulations to the Chicago Cubs!(and to the Cleveland Indians for a well played series)",Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153464159674364/?type=3,11/2/16 23:52,11666,186,521,10947,653,28,16,8,14,2016-11-02
165297924363_10153461074279364,This campaign is about giving supporters like these a voice.,Why They're Supporting Gary Johnson,video,https://www.facebook.com/govgaryjohnson/videos/10153461074279364/,11/2/16 21:00,4273,147,1422,3963,289,12,6,1,2,2016-11-02
165297924363_10153463615334364,"Young people and independents have connected with our message. We continue to draw support from all four corners of our nation â€” from Alaska to Maine, from the Dakotas to my home state of New Mexico â€” as well as heartland states of Illinois, Michigan and Ohio.In six days we will make history. Be a part of it at johnsonweld.com/donate",LIVE in Atlanta,video,https://www.facebook.com/govgaryjohnson/videos/10153463615334364/,11/2/16 16:58,12178,7174,4471,9719,2198,52,127,20,62,2016-11-02
165297924363_10153460862459364,Americans want a President that we can believe.,"When Voting For President, Consider This",video,https://www.facebook.com/govgaryjohnson/videos/10153460862459364/,11/2/16 13:38,10469,547,5493,9741,686,22,15,1,4,2016-11-02
165297924363_10153462703199364,"""Compared to Clinton and Trump, he is miles better and someone I will be happy to vote for on Election Day.""",Why I'm voting for Gary Johnson,link,http://rare.us/story/rare-election-points-of-view-why-im-voting-for-gary-johnson/,11/2/16 11:30,13647,677,4203,12859,704,16,55,4,9,2016-11-02
165297924363_10153461238509364,"Want to vote FOR a president? With just 5% of the vote, Gary Johnson will make history and change the two-sided election system forever.WATCH and SHARE!",,video,https://www.facebook.com/govgaryjohnson/videos/10153461238509364/,11/2/16 9:20,9869,487,4432,9156,618,17,71,3,4,2016-11-02
165297924363_10153461478019364,"Americans want to be proud of the votes they cast. They want to be able to look back on their choice without any regrets. We're the only ticket offering that option this year. And it's an option on every voter's ballot.Help us finish strong at johnsonweld.com/donate",LIVE in Utah,video,https://www.facebook.com/govgaryjohnson/videos/10153461478019364/,11/1/16 21:15,15056,6380,5440,12283,2520,55,121,16,61,2016-11-01
165297924363_10153460829154364,"Early voting has started in most states, so make sure you get-out-the-vote! Share this information with your family, bring a friend to the voting locations, and no matter what, make sure you cast a vote that you can be proud of.Now is the time to stand up to the two-party duopoly! VOTE Johnson/Weld!",CLICK HERE to Find Out if You Can Vote Now!,link,https://www.google.com/search?q=how+to+vote#eob=va/2/9/m.01n7q,11/1/16 17:13,36312,2889,9337,34221,1816,32,196,15,32,2016-11-01
165297924363_10153460153154364,"""I'm going with the no-drama candidate who actually means what he says.""",I'm voting for Libertarian Gary Johnson,link,http://www.sfchronicle.com/opinion/saunders/article/I-m-voting-for-Libertarian-Gary-Johnson-10426115.php,11/1/16 11:00,19354,755,4882,18364,823,14,136,4,13,2016-11-01
165297924363_10153459116174364,We're back! LIVE with some of YouTube's top influencers.,,video,https://www.facebook.com/govgaryjohnson/videos/10153459116174364/,10/31/16 22:18,5224,3985,1494,4065,988,53,60,21,37,2016-10-31
165297924363_10153459068474364,We are LIVE in Hollywood taking questions from YouTube's top influencers!,,video,https://www.facebook.com/govgaryjohnson/videos/10153459068474364/,10/31/16 21:54,6184,3819,1766,4659,1180,87,84,46,128,2016-10-31
165297924363_10153458537534364,Voters should make a choice they can be proud of.,The Honorable Choice For President,video,https://www.facebook.com/govgaryjohnson/videos/10153458537534364/,10/31/16 17:02,7042,276,1752,6639,376,16,6,3,2,2016-10-31
165297924363_10153458043759364,"With YOUR help, we can WIN New Mexico, and get the Libertarian Party recognized party status for the first time in history. That means automatic ballot access for Libertarian candidates, and federal funding for a third party for the first time in history.You and I are the only thing that stands between the two-party duopoly. We need YOU now:",CLICK HERE to Contribute for a Real Democracy,link,https://www.johnsonweld.com/?utm_source=facebook&utm_campaign=homestretch&utm_medium=wall&utm_term=fans&utm_content=third_party_status,10/31/16 14:00,9462,265,1465,8818,575,39,18,4,8,2016-10-31
165297924363_10153457702804364,Looking forward to more rallies this week!,Libertarian candidate Gary Johnson plans Portland campaign stop,link,http://katu.com/news/local/libertarian-candidate-gary-johnson-plans-portland-campaign-stop,10/31/16 11:00,2741,126,413,2610,115,11,2,1,2,2016-10-31
165297924363_10153456037874364,There is an honorable alternative to Clinton and Trump.,Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153456037874364/?type=3,10/30/16 19:00,16973,619,8307,16051,797,16,95,4,10,2016-10-30
165297924363_10153455699334364,Don't wait one more day. Let's have that better America now.,One Day We'll Have Our Best America Yet,video,https://www.facebook.com/govgaryjohnson/videos/10153455699334364/,10/30/16 15:00,7035,189,2927,6567,438,17,11,0,2,2016-10-30
165297924363_10153455226539364,"This is really reminiscent of Watergate, only this has got bigger rumblings than Watergate.","Gary Johnson: Clinton probe, hacks generating 'bigger rumblings than Watergate'",link,http://www.cincinnati.com/story/news/politics/elections/2016/10/29/gary-johnson-clinton-probe-hacks-generating-bigger-rumblings-than-watergate/92953686/,10/30/16 13:00,4807,243,1253,4594,107,52,32,16,6,2016-10-30
165297924363_10153453142384364,"We've nearly sold out of all merchandise in the store. If you want a shirt to remember our historic campaign this is your LAST CHANCE!300 big G shirt66 pocketbook100 white logo50 live free160 live free womenThat's about it! Get yours while you still can:",We've slashed prices to make sure EVERYONE can afford a shirt,link,https://shop.johnsonweld.com/?utm_source=facebook&utm_campaign=store&utm_medium=wall&utm_term=fans&utm_content=last_inventory,10/30/16 10:05,3908,235,311,3650,194,34,26,2,2,2016-10-30
165297924363_10153453626204364,"When it comes to civil liberties, cronyism, mass surveillance, and ill-advised military interventions, Bernie Sanders and I are on the same page.",Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153453626204364/?type=3,10/29/16 20:00,9754,381,3794,9258,405,12,70,3,6,2016-10-29
165297924363_10153453285694364,"The left lacks integrity. The right lacks sanity. If you're stuck in the middle, don't let the two unpopular parties drive us all off the road. Join us. You in? johnsonweld.com/donate",Gary Johnson - Cincinnati Rally,video,https://www.facebook.com/govgaryjohnson/videos/10153453285694364/,10/29/16 16:45,15811,8329,6413,13284,2149,148,127,32,71,2016-10-29
165297924363_10153453300419364,Snapping live from the Cincinnati rally today!,Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153453300419364/?type=3,10/29/16 16:30,1568,88,142,1475,66,5,21,0,1,2016-10-29
165297924363_10153452953069364,"A law school graduate would likely not be able to get a license to practice law if he or she was under investigation by the FBI. The U.S. government would not grant a security clearance to an employee under such investigation. And fairly or not, most major employers would most certainly pause before hiring an applicant about whom serious legal questions are being raised.Yet, we are days away from the possibility of having a candidate elected Commander-in-Chief for whom almost any sensitive position in government or the private sector would be out of reach, and whose possible offenses could very well lead to impeachment, whether those offenses be abusing classified information or the increasingly apparent and troubling instances of pay-to-play.We are a great nation. We have thousands of dedicated elected officials and public servants who, regardless of politics, policy or party, go about their work with integrity, honesty and most certainly without the kinds of ethical and legal questions surrounding Hillary Clinton. Americans deserve better, and have every right to be asking today: Are our 'major' party choices the best we can do?",,status,,10/29/16 14:17,31346,940,15054,29092,1300,107,32,487,328,2016-10-29
165297924363_10153452518299364,"I think Trump is toast, but with this revelation Hillary is toast too. So where do you go? I'm the guy you can go to.",Bad news for Clinton could lead to uptick for Johnson,link,http://www.freep.com/story/news/politics/2016/10/28/gary-johnson-detroit-hillary-clinton/92898914/,10/29/16 12:00,19241,952,5183,18012,883,53,272,6,15,2016-10-29
165297924363_10153451089869364,"#14. Governors Gary Johnson and Bill Weld Have a Clean RecordUnlike the other two candidates, Governors Gary Johnson and Bill Weld are notably absent from political scandal. Think we could use a little more focus on policy and a little less concern over credibility?Have you read all 15?",15 Reasons To Vote For Gov. Gary Johnson,link,https://www.johnsonweld.com/15_reasons_why_a_vote_for_gov_gary_johnson_matters?utm_source=facebook&utm_medium=post&utm_term=10-20&utm_content=15-reasons,10/29/16 9:01,16524,522,9998,15551,860,21,82,1,9,2016-10-29
165297924363_10153450740594364,One candidate is under FBI investigation. Another is Donald Trump. But every ballot will have a third choice.,Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153450740594364/?type=3,10/28/16 20:00,19837,566,10987,18510,1111,35,163,6,12,2016-10-28
165297924363_10153450849444364,"Bill Weld and I offer the only opportunity for a Presidential ticket we can trust. The newest revelations about Hillary Clinton demonstrate why America should be scared of both Hillary and Trump. First and foremost, a President should embody honesty, integrity and an appreciation for the diversity of people he or she is elected to represent. johnsonweld.com/donate",LIVE From Detroit,video,https://www.facebook.com/govgaryjohnson/videos/10153450849444364/,10/28/16 17:01,15676,7958,7348,12424,2729,178,192,39,114,2016-10-28
165297924363_10153450603379364,"With just days remaining before the election, the  Democratic and Republican parties are offering a choice between a candidate under FBI investigation, and Donald Trump. Voters deserve a lot better than that. America deserves better than that.Integrity, honesty and treating all Americans with dignity are actually important. Is it too much to ask that our President should possess those minimum qualifications? Every ballot in every state and the District of Columbia has a third option, and that option is a ticket with two former Governors, each a Republican elected and reelected in a Democratic state. If ever there is a time when voters should have such a third choice, it is now. And they have one.",,status,,10/28/16 15:00,17359,626,8412,16149,1083,44,61,11,11,2016-10-28
165297924363_10153450020039364,This campaign isn't about me. It's about supporters like this.,Our Number One Supporter In North Dakota,video,https://www.facebook.com/govgaryjohnson/videos/10153450020039364/,10/28/16 13:00,10581,470,2598,9415,980,53,109,9,15,2016-10-28
165297924363_10153450013699364,"""Third-party voters have gained a voice in this election, especially among Minnesotans turned off by the major-party candidates.""",Libertarian Gary Johnson charms crowd in Shakopee,link,http://www.startribune.com/libertarian-gary-johnson-charms-crowd-in-shakopee/398972691/#1,10/28/16 9:22,7404,132,997,7011,350,30,8,1,4,2016-10-28
165297924363_10153448380859364,Independents appear to be finding their candidate.,Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153448380859364/?type=3,10/27/16 21:00,7899,289,1575,7409,412,28,44,2,4,2016-10-27
165297924363_10153448662194364,"We are campaigning nonstop with rallies and appearances across the country from Alaska to Cincinnati. We're giving voters the third choice they deserve in this election. Independents, millennials and other disenfranchised voters are finding our ticket a vote they can cast in good conscience. Help us finish strong at johnsonweld.com/donate",Gary Johnson - Minneapolis,video,https://www.facebook.com/govgaryjohnson/videos/10153448662194364/,10/27/16 17:49,14813,8006,6448,12088,2461,83,113,19,49,2016-10-27
165297924363_10153448109344364,"An investment of even $10 today can change election forever. Winning 5% of the vote gets automatic ballot placement for the Libertarian party, $10 million in federal funding, and allows us to compete from Day 1 against the two-party machines.Will you Chip In to Make History?","Will you Chip In $250, $100, $50, or even $5 to Change History",link,https://www.johnsonweld.com/?utm_source=facebook&utm_campaign=homestretch&utm_medium=dark&utm_term=fans&utm_content=5_percent_for_history,10/27/16 16:00,1326,204,223,1247,48,5,22,0,4,2016-10-27
165297924363_10153447898444364,There's a six-lane highway right up the middle this year. You in?,Stuck In The Middle With You,video,https://www.facebook.com/govgaryjohnson/videos/10153447898444364/,10/27/16 13:05,6432,291,3640,5878,432,13,94,6,9,2016-10-27
165297924363_10153447838814364,Always nice to make the front page!,Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153447838814364/?type=3,10/27/16 10:00,24213,499,1880,22866,1245,72,24,1,5,2016-10-27
165297924363_10153446518009364,"South Dakota.   We are still polling as high as 20% in key states, but getting just 5% of the popular vote will be a historic achievement and a devastating blow to the two-party duopoly.We need YOUR HELP to fully fund our get-out-the-vote effort. You In?johnsonweld.com/donate",Gary Johnson - Rapid City Rally,video,https://www.facebook.com/govgaryjohnson/videos/10153446518009364/,10/26/16 18:53,22091,11786,9453,17782,3739,130,286,34,120,2016-10-26
165297924363_10153446465229364,"Responding to numerous web stories and media reports regarding Libertarian Vice-Presidential nominee Bill Weld's strong denunciation of Donald Trump Tuesday, the Johnson-Weld campaign released the following statement from Communications Director Joe Hunter: ""Several web sites and media outlets have seized upon Governor Bill Weld's statement from a news conference Tuesday in Boston to jump to conclusions that are wishful thinking, rather than reality. Led by Occupy Democrats, a well-known mouthpiece for the left,  the sensationalists and wishful thinkers are re-writing Gov. Weld's forceful condemnation of Donald Trump into a suggestion that voters should support Hillary Clinton. That is absurd. Governor Weld and Governor Johnson are campaigning nonstop, with rallies and appearances scheduled over the next few days across the country from Alaska to Cincinnati, and are fully committed to giving voters the third choice they deserve in this election.  Any suggestion to the contrary is the product of active imaginations and partisans in both the Republican and Democrat camps who see how many independents, millennials and other disenfranchised voters are looking to the Johnson-Weld ticket as a vote they can cast in good conscience. Governor Weld has made clear from day one his fear of a potential Trump presidency, just as he has made clear his policy differences with Hillary Clinton. The only candidate he is urging voters to support for President is Gov. Gary Johnson. Period. The wishful thinkers need to take a break and start wishing for something else, because the Johnson-Weld ticket is not giving an inch to Donald Trump OR Hillary Clinton.""",,status,,10/26/16 17:52,10120,798,4070,9286,692,64,34,9,35,2016-10-26
165297924363_10153446068314364,"Americans deserve an opportunity to vote FOR a candidate, not just to choose which candidate to vote AGAINST.",Make America Sane Again.,video,https://www.facebook.com/govgaryjohnson/videos/10153446068314364/,10/26/16 15:00,13793,472,7883,12766,966,37,19,3,2,2016-10-26
165297924363_10153445680984364,"""You might just find out that your heart and mind are closer to Johnson than you realize, and that if you vote with your conscience, not your fears, he is the best choice to be President.""",Why Gary Johnson Is the Only Presidential Candidate Worthy of Consideration,link,https://heatst.com/politics/pot-shot-heres-why-gary-johnson-should-be-the-next-president/,10/26/16 12:00,14759,394,5963,13925,760,17,50,1,6,2016-10-26
165297924363_10153445619684364,Bill Weld told me how great his trip to South Dakota was so I decided to come see for myself.,Rapid City Rally with Gov. Gary Johnson,event,https://www.facebook.com/events/112814979193569/,10/26/16 9:10,2045,72,0,1954,81,7,1,1,1,2016-10-26
165297924363_10153444032654364,There is a very wide lane right up the middle.,Timeline Photos,photo,https://www.facebook.com/govgaryjohnson/photos/a.175035499363.104403.165297924363/10153444032654364/?type=3,10/25/16 20:00,13843,226,4850,13240,551,21,27,1,3,2016-10-25
165297924363_10153443583409364,"On election night, we will be celebrating our historic campaign and watching the results come in. Want to join me?Enter our Election Night Contest and you can win a trip to New Mexico to spend election night with me and the campaign:",Chip in $10 for a Chance to Spend Election Night with Gary,link,https://www.johnsonweld.com/win?utm_source=facebook&utm_campaign=homestretch&utm_medium=wall&utm_term=fans&utm_content=election_night_contest,10/25/16 16:00,3116,152,189,2921,165,8,20,0,2,2016-10-25
165297924363_10153443623384364,"Join me LIVE to talk about my new book Common Sense for the Common Good! You can get your e-book here: https://goo.gl/c9G4HuOr if you prefer you can get me reading the audiobook here: https://goo.gl/vUkVXw",Common Sense For The Common Good,video,https://www.facebook.com/govgaryjohnson/videos/10153443623384364/,10/25/16 13:00,9747,7315,2812,7439,1990,78,189,18,33,2016-10-25
165297924363_10153443429674364,,Book Studio 16,photo,https://www.facebook.com/bookstudio16/photos/a.496525633845968.1073741831.483022638529601/701371180028078/?type=3,10/25/16 12:00,1408,40,0,1354,50,3,1,0,0,2016-10-25
165297924363_10153443268099364,"""Almost one in five voters between the ages of 18-39 indicated they are voting for the Libertarian ticket""",AJC Poll: Libertarian Gary Johnson defies gravity in Georgia,link,http://politics.blog.ajc.com/2016/10/24/ajc-poll-libertarian-gary-johnson-defies-gravity-in-georgia/,10/25/16 11:00,12106,513,2119,11430,559,81,25,5,6,2016-10-25
165297924363_10153443171034364,Coming to you LIVE from the New York Stock Exchange with Cheddar!,Cheddar,video,https://www.facebook.com/cheddar/videos/1732423880411676/,10/25/16 8:01,1032,44,0,953,73,1,5,0,0,2016-10-25
